id;text;current_label;confidence;username;department;correct_label
;;;;;;Поставьте: 1 (позитив) / 0 (нейтраль) / -1 (негатив)
;;;;;;===================================================
4739;Ужасный день. рефакторил легаси-код в админки. Всё валится из рук, ничего не работает. Чувствую, что выгораю на этой работе. Постоянные дедлайны и срочные задачи выматывают. Нет сил совсем.;Негативное состояние;0.93;kozlov_a;IT;
4879;Ничего особенного. проводил исследование аудитории. Сделала текущие задачи, ответила на письма. К вечеру устала, но в целом нормально. Завтра займусь новым проектом.;Нейтральное состояние;0.83;morozova_a;Маркетинг;
4859;Спокойно поработала. проверял первичную документацию. Плановые задачи выполнила. Ничего особенного. День прошёл незаметно.;Положительное состояние;0.93;sokolova_o;Бухгалтерия;
4799;Отличный день в продажах! обрабатывал возражения клиента. Клиенты довольны, сделки закрываются. Перевыполнил план на 20%. Настроение бодрое, чувствую прилив энергии. Премия будет хорошей!;Положительное состояние;0.93;lebedev_m;Продажи;
4939;Ничего особенного. проводил нагрузочное тестирование. Сделал то, что планировал. К вечеру немного устал, но в целом нормально. Завтра займусь следующим спринтом.;Положительное состояние;0.76;sobolev_d;IT;
4839;Отличные результаты! готовил презентацию для руководства. CTR вырос на 15%, ROI показывает положительную динамику. Команда сработала отлично, все довольны. Особенно радует, что клиенты положительно отреагировали на новый креатив.;Положительное состояние;0.93;novikova_yu;Маркетинг;
4819;Хороший день. мигрировал данные из старой системы. Технологии работают как часы, багов не нашёл. Документацию подтянул, код стал чище. Завтра планирую заняться следующим модулем.;Положительное состояние;0.93;voronov_m;IT;
4779;Провальный день. участвовал в тендере. План опять не выполнен, клиенты отказываются, руководитель давит. Нет сил совсем, выгораю на этой работе. Думаю об увольнении.;Негативное состояние;0.93;volkov_s;Продажи;
4759;Сил нет. дебажил проблему с некорректными данными. Сломался пайплайн, потратил полдня на дебаг чужого кода. Свои задачи даже не начинал. Руководитель недоволен, а я не справляюсь.;Нейтральное состояние;0.64;popova_e;IT;
4899;Нормально поработал. отрабатывал базу отказников. Несколько встреч, пара предоплат. Ничего выдающегося, но и провалов нет. Работа как работа.;Негативное состояние;0.9;petrov_d;Продажи;
4959;Замечательный день! запускал рекламную кампанию в Telegram Ads. Всё получилось даже лучше, чем ожидала. Коллеги помогли с дизайном, подрядчики не подвели. Настроение отличное, люблю свою работу!;Положительное состояние;0.93;svetlova_e;Маркетинг;
4919;Ничего особенного. занимался сверкой счетов с контрагентами. Сделала текучку, ответила на запросы. Всё в штатном режиме. Завтра продолжу.;Положительное состояние;0.9;krylova_m;Бухгалтерия;
4838;Замечательный день! настраивал CRM-систему. Всё получилось даже лучше, чем ожидала. Коллеги помогли с дизайном, подрядчики не подвели. Настроение отличное, люблю свою работу!;Положительное состояние;0.93;novikova_yu;Маркетинг;
4898;Замечательный день! готовил коммерческое предложение для крупного застройщика. Закрыл крупную сделку, клиент подписал договор. Команда поддержала, руководитель похвалил. Лучший день за эту неделю!;Положительное состояние;0.93;petrov_d;Продажи;
4778;Сил нет. провёл презентацию продукта. Постоянные отказы, холодные звонки без результата. Не выспался, работать не могу. Чувствую себя никчемным. Похоже, продажи не моё.;Негативное состояние;0.93;volkov_s;Продажи;
4818;Хороший день. исправлял баги в отчётности. Технологии работают как часы, багов не нашёл. Документацию подтянул, код стал чище. Завтра планирую заняться следующим модулем.;Положительное состояние;0.93;voronov_m;IT;
4858;Спокойно поработала. работал с УПД. Плановые задачи выполнила. Ничего особенного. День прошёл незаметно.;Положительное состояние;0.93;sokolova_o;Бухгалтерия;
4738;Не могу больше. дебажил проблему с таймаутами. Опять правки от заказчика в третий раз. Кажется, они сами не знают, чего хотят. Безысходность какая-то. Думаю об увольнении.;Негативное состояние;0.93;kozlov_a;IT;
4938;Ничего особенного. дебажил проблему с утечкой памяти. Сделал то, что планировал. К вечеру немного устал, но в целом нормально. Завтра займусь следующим спринтом.;Нейтральное состояние;0.83;sobolev_d;IT;
4798;Замечательный день! закрыл сделку на 2 500 000 ₽. Закрыл крупную сделку, клиент подписал договор. Команда поддержала, руководитель похвалил. Лучший день за эту неделю!;Негативное состояние;0.62;lebedev_m;Продажи;
4958;Успешный день! проводил исследование аудитории. Перевыполнила план по лидам, получила хорошие отзывы от руководства. Запустили новую кампанию - охват уже 50 тысяч. Очень вдохновляет!;Положительное состояние;0.93;svetlova_e;Маркетинг;
4878;Обычный день. оптимизировал рекламные объявления. Плановые задачи выполнила. Ничего особенного, рутина. Работа как работа, без эмоций. Завтра продолжу в том же духе.;Положительное состояние;0.68;morozova_a;Маркетинг;
4758;Не могу больше. настраивал Docker-контейнеры для фронтенда. Опять правки от заказчика в третий раз. Кажется, они сами не знают, чего хотят. Безысходность какая-то. Думаю об увольнении.;Нейтральное состояние;0.62;popova_e;IT;
4918;Хороший день! составлял авансовые отчёты. Всё сошлось, ошибок не нашла. Закрыла месяц без проблем. Довольна результатом, можно выдохнуть.;Положительное состояние;0.93;krylova_m;Бухгалтерия;
4857;Спокойно поработала. готовил платёжные поручения. Плановые задачи выполнила. Ничего особенного. День прошёл незаметно.;Положительное состояние;0.93;sokolova_o;Бухгалтерия;
4757;Ужасный день. писал юнит-тесты для API. Всё валится из рук, ничего не работает. Чувствую, что выгораю на этой работе. Постоянные дедлайны и срочные задачи выматывают. Нет сил совсем.;Негативное состояние;0.93;popova_e;IT;
4897;Замечательный день! обрабатывал возражения клиента. Закрыл крупную сделку, клиент подписал договор. Команда поддержала, руководитель похвалил. Лучший день за эту неделю!;Положительное состояние;0.93;petrov_d;Продажи;
4817;Сегодня продуктивно поработал: помогал стажёру разобраться с Kafka. Задачу закрыл раньше срока, успел ещё помочь коллеге с его задачей. Настроение бодрое, готов к новым вызовам.;Положительное состояние;0.93;voronov_m;IT;
4957;Успешный день! общался с подрядчиками по дизайну. Перевыполнила план по лидам, получила хорошие отзывы от руководства. Запустили новую кампанию - охват уже 50 тысяч. Очень вдохновляет!;Положительное состояние;0.93;svetlova_e;Маркетинг;
4737;Не могу больше. рефакторил легаси-код в авторизации. Опять правки от заказчика в третий раз. Кажется, они сами не знают, чего хотят. Безысходность какая-то. Думаю об увольнении.;Негативное состояние;0.93;kozlov_a;IT;
4917;Ничего особенного. занимался сверкой счетов с контрагентами. Сделала текучку, ответила на запросы. Всё в штатном режиме. Завтра продолжу.;Положительное состояние;0.9;krylova_m;Бухгалтерия;
4877;Ничего особенного. проводил исследование аудитории. Сделала текущие задачи, ответила на письма. К вечеру устала, но в целом нормально. Завтра займусь новым проектом.;Нейтральное состояние;0.83;morozova_a;Маркетинг;
4777;Сил нет. готовил договор для крупного застройщика. Постоянные отказы, холодные звонки без результата. Не выспался, работать не могу. Чувствую себя никчемным. Похоже, продажи не моё.;Негативное состояние;0.93;volkov_s;Продажи;
4937;Хороший день. разбирался с Redis. Технологии работают как часы, багов не нашёл. Документацию подтянул, код стал чище. Завтра планирую заняться следующим модулем.;Положительное состояние;0.93;sobolev_d;IT;
