id;text;current_label;confidence;username;department;correct_label
;;;;;;Поставьте: 1 (позитив) / 0 (нейтраль) / -1 (негатив)
;;;;;;===================================================
2591;Была на совещании по дизайну, было много разногласий, морально вымоталась.;Нейтральное состояние;0.56;morozova_a;Маркетинг;
2530;Год рекордов. Горжусь собой!;Положительное состояние;0.9;lebedev_m;Продажи;
2590;Месяц закрыт. Хорошая работа!;Положительное состояние;0.9;egorova_t;Бухгалтерия;
2490;Месяц закрыт. План 100%.;Негативное состояние;0.9;petrov_d;Продажи;
2510;Последний день. Свобода!;Положительное состояние;0.9;volkov_s;Продажи;
2410;Сегодня последний день. Свобода!;Нейтральное состояние;0.9;popova_e;IT;
2470;Мечтаю о карьерном росте. Всё впереди!;Положительное состояние;0.9;novikova_yu;Маркетинг;
2430;Месяц закрыт с перевыполнением. Супер!;Положительное состояние;0.9;svetlova_e;Маркетинг;
2570;Дожила до пятницы. Ура!;Положительное состояние;0.9;krylova_m;Бухгалтерия;
2370;Готов к новым задачам. Настроение хорошее.;Положительное состояние;0.9;voronov_m;IT;
2450;Хорошая неделя. Всё по плану.;Положительное состояние;0.9;morozova_a;Маркетинг;
2550;Спокойствие и порядок. Люблю бухгалтерию.;Положительное состояние;0.9;sokolova_o;Бухгалтерия;
2390;Безысходность. Хочу уволиться.;Негативное состояние;0.98;kozlov_a;IT;
2509;Написал заявление. Ухожу.;Негативное состояние;0.9;volkov_s;Продажи;
2369;Настроил мониторинг. Теперь всё под контролем.;Нейтральное состояние;0.9;voronov_m;IT;
2589;Пятница! Ура выходные.;Положительное состояние;0.9;egorova_t;Бухгалтерия;
2569;Усталость накапливается.;Нейтральное состояние;0.72;krylova_m;Бухгалтерия;
2549;Неделя прошла продуктивно.;Положительное состояние;0.9;sokolova_o;Бухгалтерия;
2529;Лучший в компании. Признание.;Положительное состояние;0.9;lebedev_m;Продажи;
2409;Последние дни. Считаю часы до ухода.;Нейтральное состояние;0.9;popova_e;IT;
2389;Ненавижу эту работу. Каждое утро с трудом встаю.;Негативное состояние;0.98;kozlov_a;IT;
2489;Обычный день в продажах.;Нейтральное состояние;0.9;petrov_d;Продажи;
2469;Отличная команда. Люблю свою работу.;Положительное состояние;0.9;novikova_yu;Маркетинг;
2449;Пятница. Ура!;Положительное состояние;0.9;morozova_a;Маркетинг;
2429;Отличные результаты. Горжусь командой.;Положительное состояние;0.9;svetlova_e;Маркетинг;
2588;Все отчеты готовы. Отлично!;Положительное состояние;0.9;egorova_t;Бухгалтерия;
2488;Клиенты сами звонят. Приятно.;Нейтральное состояние;0.9;petrov_d;Продажи;
2548;Пятница. Наконец-то!;Положительное состояние;0.9;sokolova_o;Бухгалтерия;
2408;Подала заявление на увольнение. Больше не могу.;Негативное состояние;0.98;popova_e;IT;
2468;Всё получается. Я молодец!;Положительное состояние;0.9;novikova_yu;Маркетинг;
2568;Начальник доволен. Хоть что-то.;Положительное состояние;0.9;krylova_m;Бухгалтерия;
2428;Запуск прошел успешно! Ура!;Положительное состояние;0.9;svetlova_e;Маркетинг;
2368;Закрыл спринт без долгов. Отлично!;Положительное состояние;0.9;voronov_m;IT;
2388;Руководитель недоволен. А я не справляюсь.;Нейтральное состояние;0.56;kozlov_a;IT;
2448;Рутина забирает много времени.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
2508;Коллеги обгоняют. Я неудачник.;Негативное состояние;0.9;volkov_s;Продажи;
2528;Купил машину на бонусы. Мечта!;Положительное состояние;0.9;lebedev_m;Продажи;
2367;Документацию обновил. Теперь всё понятно.;Положительное состояние;0.9;voronov_m;IT;
2387;Сегодня ничего не сделал. Просто сидел.;Негативное состояние;0.9;kozlov_a;IT;
2407;Вернулась после больничного. Всё то же самое.;Негативное состояние;0.9;popova_e;IT;
2427;Завтра запуск. Волнуюсь, но всё готово.;Негативное состояние;0.9;svetlova_e;Маркетинг;
2447;Успели в срок. Молодцы.;Положительное состояние;0.9;morozova_a;Маркетинг;
2467;Получила бонус за хорошую работу!;Положительное состояние;0.9;novikova_yu;Маркетинг;
2487;Хорошая неделя. План выполнен.;Положительное состояние;0.9;petrov_d;Продажи;
2507;Зарплату урезали. Ужас.;Негативное состояние;0.9;volkov_s;Продажи;
2527;Зарплата выросла вдвое. Счастье!;Положительное состояние;0.9;lebedev_m;Продажи;
2547;Ошибок нет. Я молодец.;Негативное состояние;0.9;sokolova_o;Бухгалтерия;
2567;Снова сверки. Глаза болят.;Нейтральное состояние;0.9;krylova_m;Бухгалтерия;
2587;Немного устала, но довольна.;Положительное состояние;0.71;egorova_t;Бухгалтерия;
2526;Выступил на конференции. Приглашают выступать.;Положительное состояние;0.9;lebedev_m;Продажи;
2406;Сегодня взяла больничный. Не могла встать.;Положительное состояние;0.52;popova_e;IT;
2446;Новый проект. Интересно.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
2566;Выходные спасают. Жду.;Положительное состояние;0.9;krylova_m;Бухгалтерия;
2506;Чувствую себя никчемным.;Негативное состояние;0.9;volkov_s;Продажи;
2426;Команда сработала отлично. Молодцы!;Положительное состояние;0.9;svetlova_e;Маркетинг;
2386;Чувствую, что скоро сорвусь.;Нейтральное состояние;0.9;kozlov_a;IT;
2546;Хороший день. Всё успела.;Положительное состояние;0.9;sokolova_o;Бухгалтерия;
2466;Нравится моя работа. Счастье!;Положительное состояние;0.9;novikova_yu;Маркетинг;
2486;Устал, но результат есть.;Нейтральное состояние;0.72;petrov_d;Продажи;
2586;Хорошая неделя. Продуктивно.;Положительное состояние;0.9;egorova_t;Бухгалтерия;
2366;Хорошая неделя. Много успел сделать.;Положительное состояние;0.9;voronov_m;IT;
2545;Дедлайны давят. Справляюсь.;Положительное состояние;0.9;sokolova_o;Бухгалтерия;
2385;Нет мотивации. Не понимаю, зачем всё это.;Негативное состояние;0.9;kozlov_a;IT;
2525;Клиенты рекомендуют друзей. Сарафанное радио.;Нейтральное состояние;0.9;lebedev_m;Продажи;
2465;Растет скорость работы. Прогресс!;Нейтральное состояние;0.9;novikova_yu;Маркетинг;
2585;План выполнен. Спокойно.;Нейтральное состояние;0.9;egorova_t;Бухгалтерия;
2445;Обычный день. Без происшествий.;Нейтральное состояние;0.9;morozova_a;Маркетинг;
2565;Тяжелая неделя. Еле выжила.;Нейтральное состояние;0.72;krylova_m;Бухгалтерия;
2485;Продуктивный день. Много звонков.;Негативное состояние;0.9;petrov_d;Продажи;
2505;Сегодня не пошел на работу. Не мог.;Нейтральное состояние;0.56;volkov_s;Продажи;
2425;Нашла интересное решение для продвижения.;Нейтральное состояние;0.9;svetlova_e;Маркетинг;
2405;Нужен отпуск. Срочно.;Нейтральное состояние;0.9;popova_e;IT;
2365;Обычный день. Фикшу баги, ревью кода.;Нейтральное состояние;0.9;voronov_m;IT;
2364;Помог коллеге с деплоем. Потратил время, но приятно осознавать, что помог.;Положительное состояние;0.9;voronov_m;IT;
2504;Ищу новую работу. Сил нет.;Негативное состояние;0.9;volkov_s;Продажи;
